No;firm;year;sector;emp;wage;capital;output
414;60;1976;9;1.134622694;3.23948593;-0.2697112;4.642147037
415;60;1977;9;0.137149838;3.202230009;-0.9357284;4.671933106
416;60;1978;9;-0.277071867;3.142556178;-1.712578671;4.695580198
417;60;1979;9;-0.262664322;3.087349278;-1.777265023;4.717913879
418;60;1980;9;-0.313341806;3.017929091;-1.922095971;4.605170186
419;60;1981;9;-0.002001973;3.070890765;-1.759679634;4.534599674
420;60;1982;9;-0.121038351;3.049382087;-2.029509173;4.508839875
421;61;1977;9;0.907855293;3.074229172;-0.703601638;4.649676904
422;61;1978;9;0.917490012;3.061608961;-0.842343487;4.677897277
423;61;1979;9;0.95011228;3.076002648;-0.823028101;4.701211008
424;61;1980;9;0.960116211;3.102436386;-0.769380508;4.690897322
425;61;1981;9;0.802449871;3.103195532;-0.803408552;4.587989439
426;61;1982;9;0.602675277;3.180895622;-0.954771719;4.528221072
427;61;1983;9;0.536493371;3.127120164;-1.08293578;4.516695193
428;62;1977;8;1.016317046;2.77308235;-1.901797641;4.770073421
429;62;1978;8;0.989541231;2.759585799;-1.956162596;4.789661886
430;62;1979;8;0.974936927;2.756726073;-1.985586966;4.778715847
431;62;1980;8;0.929009544;2.751345933;-2.057288737;4.7309743
432;62;1981;8;0.810040888;2.798262561;-2.218243945;4.586654799
433;62;1982;8;0.56588183;2.873180328;-2.362335097;4.525197987
434;62;1983;8;0.615185639;2.941550601;-1.942814944;4.523099641
435;63;1976;2;-0.208254963;3.666232461;-0.530518274;4.701389044
436;63;1977;2;-0.187535124;3.541619975;-0.608254677;4.693181063
437;63;1978;2;-0.149660775;3.511440896;-0.602575482;4.717605615
438;63;1979;2;-0.154317372;3.486965208;-0.567219642;4.709530201
439;63;1980;2;-0.142716325;3.425515973;-0.63299322;4.605170186
440;63;1981;2;-0.171975253;3.463417593;-0.811705539;4.48863637
441;63;1982;2;-0.200892918;3.521144031;-0.913544481;4.509760023
442;64;1976;2;2.205413225;3.517699568;0.593989609;4.701389044
443;64;1977;2;2.257796942;3.3832133;0.621275168;4.693181063
444;64;1978;2;2.250027832;3.392882912;0.661398482;4.717605615
445;64;1979;2;2.26072091;3.320431913;0.611557444;4.709530201
446;64;1980;2;2.238579774;3.250277627;0.538479701;4.605170186
447;64;1981;2;2.12321914;3.306175827;0.345927395;4.48863637
448;64;1982;2;1.951039798;3.331715105;0.238623122;4.509760023
449;65;1976;2;3.223106901;3.40097399;1.946609904;4.701389044
450;65;1977;2;3.178845142;3.437847486;1.943048917;4.693181063
451;65;1978;2;3.181423106;3.425369501;1.866109079;4.717605615
452;65;1979;2;3.164968591;3.294851195;1.795469213;4.709530201
453;65;1980;2;3.079107882;3.26720493;1.754784216;4.605170186
454;65;1981;2;2.92235475;3.347378128;1.845758267;4.48863637
455;65;1982;2;2.973793366;3.288413119;1.830499298;4.509760023
456;66;1977;2;2.140066163;3.493208185;1.666007245;4.699343356
457;66;1978;2;2.140066163;3.401890475;1.701488239;4.699343356
458;66;1979;2;2.116255539;3.41193285;1.753053308;4.715592867
459;66;1980;2;2.116255539;3.334352202;1.768610248;4.684443367
460;66;1981;2;2.041220303;3.344461267;1.718830307;4.577284982
461;66;1982;2;1.945910149;3.564171874;1.659484411;4.493959234
462;66;1983;2;1.931521426;3.403341748;1.630964523;4.517976996
463;67;1976;8;2.45599264;2.828218538;-0.449730556;4.762556767
464;67;1977;8;2.507238755;2.910441289;-0.437265436;4.79229187
465;67;1978;8;2.505607566;2.92653765;-0.33114643;4.781729339
466;67;1979;8;2.469793012;3.011738537;-0.285284948;4.769621348
467;67;1980;8;2.38747756;3.014951397;-0.388165582;4.605170186
468;67;1981;8;2.26176314;3.018574346;-0.519530064;4.528959565
469;67;1982;8;2.278906945;3.007601554;-0.585190075;4.51382654
470;68;1976;2;1.319085611;3.595609469;1.418930946;4.701389044
471;68;1977;2;1.329194796;3.521794233;1.472173802;4.693181063
472;68;1978;2;1.337891648;3.53547769;1.5033216;4.717605615
473;68;1979;2;1.490654399;3.411810892;1.784969838;4.709530201
474;68;1980;2;1.841818685;3.302150228;1.635475922;4.605170186
475;68;1981;2;1.768320255;3.3416066;1.563540581;4.48863637
476;68;1982;2;1.691754937;3.328795098;1.403151429;4.509760023
477;69;1977;2;0.240590465;3.435656778;-0.986176859;4.699343356
478;69;1978;2;0.256191483;3.434035558;-0.928363288;4.699343356
479;69;1979;2;0.326421901;3.405000142;-0.872752406;4.715592867
480;69;1980;2;0.378436436;3.330435089;-0.682602986;4.684443367
481;69;1981;2;0.300845059;3.277076768;-0.729811186;4.577284982
482;69;1982;2;0.311154429;3.336200124;-0.766578459;4.493959234
483;69;1983;2;0.38048919;3.331175445;-0.822345142;4.517976996
484;70;1977;9;0.974182173;3.163168551;-1.17960548;4.649676904
485;70;1978;9;0.918288774;3.104008036;-1.196666262;4.677897277
486;70;1979;9;0.876717998;3.104779485;-1.196004668;4.701211008
487;70;1980;9;0.809595993;3.090082948;-1.252813005;4.690897322
488;70;1981;9;0.616805947;3.0128254;-1.10835964;4.587989439
489;70;1982;9;0.279145741;3.140953202;-1.417165984;4.528221072
490;70;1983;9;-0.203340949;3.225215685;-1.910543005;4.516695193
491;71;1976;9;0.470003629;3.31844963;-1.117183674;4.630158365
492;71;1977;9;0.356974899;3.137813264;-1.125777926;4.664569587
493;71;1978;9;0.473123757;3.145392888;-0.837017551;4.689720871
494;71;1979;9;0.586674936;3.174154613;-0.770676361;4.712377495
495;71;1980;9;0.461215123;3.116351284;-1.227924025;4.634569752
496;71;1981;9;0.01093994;3.175458758;-1.471852249;4.552714142
497;71;1982;9;-0.091019409;3.175283288;-1.521427035;4.515341732
498;72;1976;9;2.591741079;3.421284282;0.85692282;4.642147037
499;72;1977;9;2.505934017;3.370604145;0.769737783;4.671933106
500;72;1978;9;2.481818553;3.396616907;0.703740918;4.695580198
501;72;1979;9;2.466063562;3.494602688;0.663769862;4.717913879
502;72;1980;9;2.426394379;3.469942636;0.667778089;4.605170186
503;72;1981;9;2.172590308;3.546852044;0.54696467;4.534599674
504;72;1982;9;2.030645127;3.526322259;0.643956936;4.508839875
505;73;1977;9;0.293415604;3.574775268;-0.798285499;4.649676904
506;73;1978;9;0.32570014;3.47981754;-0.758005753;4.677897277
507;73;1979;9;0.337186267;3.419646119;-0.75950066;4.701211008
508;73;1980;9;0.337186267;3.5038262;-0.840951352;4.690897322
509;73;1981;9;0.292669614;3.499315736;-0.800509721;4.587989439
510;73;1982;9;0.208638865;3.542083301;-1.542246663;4.528221072
511;73;1983;9;-0.407968208;3.553689573;-1.803629642;4.516695193
512;74;1977;9;1.174955824;3.109525137;-0.6309238;4.649676904
513;74;1978;9;1.207765603;3.060578513;-0.554081167;4.677897277
514;74;1979;9;1.196041404;3.097042643;-0.49446027;4.701211008
515;74;1980;9;1.191799003;3.136428562;-0.501535577;4.690897322
516;74;1981;9;0.934130689;3.061978757;-0.763355054;4.587989439
517;74;1982;9;0.849723488;3.132245466;-0.892818376;4.528221072
518;74;1983;9;0.723676386;3.1720358;-1.03029962;4.516695193
519;75;1976;9;1.051869991;3.282361254;-0.06603296;4.642147037
520;75;1977;9;1.097945366;3.213509411;-0.094310647;4.671933106
521;75;1978;9;1.074661034;3.203701312;-0.123637629;4.695580198
522;75;1979;9;1.04450803;3.241267216;-0.280905075;4.717913879
523;75;1980;9;0.83508072;3.212370712;-0.469203917;4.605170186
524;75;1981;9;0.777028665;3.284094077;-0.516676071;4.534599674
525;75;1982;9;0.717351869;3.291654056;-0.682800829;4.508839875
526;76;1976;9;1.541159093;3.25536589;-0.029222869;4.630158365
527;76;1977;9;1.529961711;3.18057145;-0.083381587;4.664569587
528;76;1978;9;1.530827555;3.182224289;-0.115410885;4.689720871
529;76;1979;9;1.610037693;3.235882429;-0.03635285;4.712377495
530;76;1980;9;1.600800679;3.282072158;-0.064325243;4.634569752
531;76;1981;9;1.493128835;3.335876368;-0.147456446;4.552714142
532;76;1982;9;1.353512897;3.40151733;-0.262274295;4.515341732
533;77;1977;9;1.906575144;2.91935866;0.234993068;4.649676904
534;77;1978;9;1.878090044;2.902799765;0.253633958;4.677897277
535;77;1979;9;1.753018606;2.986085947;0.358722846;4.701211008
536;77;1980;9;1.727043172;3.033162924;0.220820856;4.690897322
537;77;1981;9;1.478645645;3.041737659;0.012916225;4.587989439
538;77;1982;9;1.495372956;3.00157522;-0.096951537;4.528221072
539;77;1983;9;1.590051158;2.990438285;-0.076449161;4.516695193
540;78;1976;9;1.916334204;3.268484701;0.205061044;4.630158365
541;78;1977;9;1.964872059;3.235654276;0.158882325;4.664569587
542;78;1978;9;2.017167149;3.235717249;0.164072722;4.689720871
543;78;1979;9;2.126205893;3.24170133;0.147730112;4.712377495
544;78;1980;9;2.035750853;3.196217002;0.046501834;4.634569752
545;78;1981;9;1.885401622;3.214196936;-0.218529251;4.552714142
546;78;1982;9;1.80451117;3.24596163;-0.36571566;4.515341732
547;79;1976;5;-0.785262469;3.024397473;-2.223773913;4.539030362
548;79;1977;5;-0.608805977;3.119214549;-2.167180456;4.582924608
549;79;1978;5;-0.48126687;3.133949545;-1.854699269;4.630837933
550;79;1979;5;-0.188742113;3.009383668;-1.642477767;4.626931678
551;79;1980;5;-0.287682072;3.126409597;-1.890475508;4.605170186
552;79;1981;5;-0.504181131;3.12874103;-2.039451893;4.542230408
553;79;1982;5;-0.476424213;3.108614386;-2.125276078;4.587006185
554;80;1976;9;1.093599713;3.140300041;-0.602940876;4.642147037
555;80;1977;9;0.968883182;3.094522754;-0.632804989;4.671933106
556;80;1978;9;0.940397846;3.110885231;-0.458075074;4.695580198
557;80;1979;9;1.04450803;3.160288626;-0.180563104;4.717913879
558;80;1980;9;1.095607746;3.115757283;-0.201137483;4.605170186
559;80;1981;9;1.023170129;3.134963684;-0.289149816;4.534599674
560;80;1982;9;0.916290732;3.151551518;-0.426637658;4.508839875
561;81;1976;4;-0.154317372;3.333207543;-2.025711219;4.757032535
562;81;1977;4;-0.14502576;3.204009872;-2.040990432;4.751000634
563;81;1978;4;-0.154317372;3.145302479;-1.708705914;4.725616339
564;81;1979;4;-0.236988996;3.123756027;-1.786175031;4.69043003
565;81;1980;4;-0.235722308;3.080018319;-1.912572089;4.605170186
566;81;1981;4;-0.350976923;3.16901729;-2.086667587;4.490881006
567;81;1982;4;-0.396009979;3.246634912;-2.160217852;4.505349851
568;82;1976;4;1.765073204;3.645457755;-0.664559685;4.757032535
569;82;1977;4;1.616016228;3.506532897;-0.731056733;4.751000634
570;82;1978;4;1.601607333;3.543226318;-0.603489363;4.725616339
571;82;1979;4;1.621168835;3.538396652;-0.623621099;4.69043003
572;82;1980;4;1.586374014;3.57999613;-0.591493527;4.605170186
573;82;1981;4;1.582683175;3.585187019;-0.707246105;4.490881006
574;82;1982;4;1.554981748;3.685548939;-0.737517107;4.505349851
575;83;1977;1;1.95231816;3.18099122;0.416536922;4.845477592
576;83;1978;1;1.946481443;3.124068363;0.404731572;4.847226557
577;83;1979;1;1.913091784;3.191911534;0.313057379;4.825448837
578;83;1980;1;1.784902699;3.290519048;0.328079905;4.778393815
579;83;1981;1;1.556248126;3.25475635;0.219938501;4.598725433
580;83;1982;1;1.32972401;3.29400185;0.056191374;4.577210923
581;83;1983;1;1.192709612;3.373942622;-0.140757403;4.576713066
582;84;1976;7;2.398258843;3.02718249;0.673199543;4.55035177
583;84;1977;7;2.55069439;2.833848378;0.797552195;4.568402451
584;84;1978;7;2.732872887;2.802171796;0.986189859;4.591150396
585;84;1979;7;2.785381482;2.886040112;1.495193563;4.608747779
586;84;1980;7;2.797403279;2.962558095;1.594770835;4.607002506
587;84;1981;7;2.777949328;3.025650283;1.546604582;4.591824538
588;84;1982;7;2.823163008;3.03043805;1.611395994;4.59895792
589;85;1976;5;3.482685229;2.825477559;2.337566062;4.541519782
590;85;1977;5;3.427709476;2.858858215;2.240103176;4.575741355
591;85;1978;5;3.41375158;2.878389197;2.157547806;4.623010104
592;85;1979;5;3.418808099;2.892325404;2.236017838;4.627584107
593;85;1980;5;3.397289723;2.883587687;2.142181525;4.608830479
594;85;1981;5;3.225732305;2.88915435;1.895909237;4.552999686
595;85;1982;5;3.128206858;2.890593955;1.74935633;4.579681071
596;86;1976;7;4.58760688;2.820396321;3.531421256;4.55035177
597;86;1977;7;4.597127903;2.731343461;3.477089889;4.568402451
598;86;1978;7;4.609311598;2.937912465;3.461436047;4.591150396
599;86;1979;7;4.687321438;2.732417558;3.459145515;4.608747779
600;86;1980;7;4.668755128;2.768091123;3.852440694;4.607002506
601;86;1981;7;4.635980632;2.840749523;3.792173564;4.591824538
602;86;1982;7;4.597158206;2.844199772;3.644924954;4.59895792
603;87;1976;4;4.247065678;3.383885051;2.33023917;4.757032535
604;87;1977;4;3.668676772;3.20052039;2.239538781;4.751000634
605;87;1978;4;3.723280929;3.179727388;2.313801948;4.725616339
606;87;1979;4;3.761200116;3.145534943;2.384377039;4.69043003
607;87;1980;4;3.676300672;3.200239278;2.34417799;4.605170186
608;87;1981;4;3.577947865;3.201762219;2.314661874;4.490881006
609;87;1982;4;3.478158485;3.264873522;2.255315231;4.505349851
610;88;1976;2;2.011831669;3.513442117;1.015955091;4.701389044
611;88;1977;2;2.119022767;3.501130224;1.060737336;4.693181063
612;88;1978;2;2.154317042;3.513537453;1.050227043;4.717605615
613;88;1979;2;2.212113212;3.419489097;0.723045682;4.709530201
614;88;1980;2;2.160214786;3.36753718;0.767094472;4.605170186
615;88;1981;2;1.98017354;3.444429238;0.607698219;4.48863637
616;88;1982;2;1.991975502;3.454396858;0.579138264;4.509760023
617;89;1976;2;0.104360015;3.490364519;-0.249487501;4.701389044
618;89;1977;2;0.291176036;3.415392815;-0.108699406;4.693181063
619;89;1978;2;0.285178942;3.452416308;0.253012985;4.717605615
620;89;1979;2;0.275356423;3.334455582;0.480758092;4.709530201
621;89;1980;2;0.293415604;3.306194118;0.374868434;4.605170186
622;89;1981;2;0.305276381;3.348840364;0.295427077;4.48863637
623;89;1982;2;0.262364264;3.32794904;0.050598053;4.509760023
624;90;1976;2;2.479894108;3.811800379;1.853371838;4.700934808
625;90;1977;2;2.459845219;3.518488385;1.886387598;4.695239383
626;90;1978;2;2.395802175;3.195742337;2.036690631;4.711555177
627;90;1979;2;2.332532169;2.870361776;2.039101215;4.711555177
628;90;1980;2;2.467675713;3.20883357;1.9989362;4.632298853
629;90;1981;2;2.380101535;3.231397145;1.916702014;4.519067487
630;90;1982;2;2.348227451;3.273598831;1.869152516;4.504520811
631;91;1976;3;-1.443923474;3.45697577;-2.652142555;4.65173311
632;91;1977;3;-1.394326533;3.386323986;-2.592937394;4.67729641
633;91;1978;3;-1.410587054;3.410738388;-2.652142555;4.69060265
634;91;1979;3;-1.435484563;3.446447956;-2.712058238;4.714554495
635;91;1980;3;-1.482805262;3.337863433;-2.660689644;4.605170186
636;91;1981;3;-1.676646609;3.383087687;-2.896792344;4.599116902
637;91;1982;3;-1.725971729;3.450447757;-2.808423175;4.598076062
638;92;1976;5;-1.248273063;3.055937984;-2.966173471;4.548952175
639;92;1977;5;-1.087672319;3.007700419;-2.896792344;4.553876892
640;92;1978;5;-1.244794834;3.133714416;-3.349554092;4.599152134
641;92;1979;5;-1.870802677;3.161653409;-4.431216879;4.629537868
642;92;1980;5;-1.820158944;3.150155816;-4.068676757;4.619730666
643;92;1981;5;-1.883874758;3.208692147;-4.039856377;4.584627605
644;92;1982;5;-2.032557956;3.247645967;-4.199705078;4.557379152
645;93;1977;5;4.312957908;3.028784965;3.296732761;4.550185899
646;93;1978;5;4.318660719;3.041651654;3.316844286;4.59511985
647;93;1979;5;4.292334408;3.066251313;3.325992362;4.629862799
648;93;1980;5;4.615516478;3.07165574;3.604165409;4.62153554
649;93;1981;5;4.509693959;3.05492533;3.456821285;4.589802689
650;93;1982;5;4.357772363;3.12203888;3.404083214;4.553613678
651;93;1983;5;4.298087778;3.158463223;3.357071324;4.612890309
652;94;1976;4;0.923067716;3.449882778;-1.116267254;4.767289035
653;94;1977;4;0.923067716;3.340211653;-1.056127706;4.752512024
654;94;1978;4;0.916690612;3.325079221;-1.046684196;4.732023077
655;94;1979;4;0.874635057;3.285101672;-0.957373203;4.699343356
656;94;1980;4;0.838112951;3.262850566;-0.940327284;4.627176266
657;94;1981;4;0.656483196;3.255273364;-1.02778108;4.520701051
658;94;1982;4;0.505008678;3.363069706;-1.28518286;4.50175226
659;95;1976;1;-0.048140365;3.263217978;-1.135068857;4.842323935
660;95;1977;1;-0.054456154;3.181423106;-1.111393593;4.854880106
661;95;1978;1;-0.077961531;3.175680182;-0.976306138;4.823909654
662;95;1979;1;0.071389996;3.2786681;-0.815992988;4.830053024
663;95;1980;1;0.049742092;3.149855853;-0.954252212;4.605170186
664;95;1981;1;-0.068278819;3.364834147;-1.280134165;4.579139262
665;95;1982;1;-0.132389199;3.363447019;-1.376740109;4.571403484
666;96;1976;1;3.939540891;3.128478314;2.223953078;4.842323935
667;96;1977;1;3.941387653;3.063998214;2.170789302;4.854880106
668;96;1978;1;4.099332087;3.13955548;2.549484233;4.823909654
669;96;1979;1;4.085976313;3.25147079;2.498349225;4.830053024
670;96;1980;1;3.918005057;3.16769625;2.402937087;4.605170186
671;96;1981;1;3.751854206;3.251722459;2.278384558;4.579139262
672;96;1982;1;3.321432449;3.326552819;1.642156726;4.571403484
673;97;1976;4;3.153718446;3.432602375;1.293850071;4.767289035
674;97;1977;4;3.159847386;3.280072518;1.354494049;4.752512024
675;97;1978;4;3.177595392;3.184342349;1.468012587;4.732023077
676;97;1979;4;3.150468496;3.146425555;1.48401078;4.699343356
677;97;1980;4;3.117817154;3.199880552;1.475289209;4.627176266
678;97;1981;4;2.856757579;3.18502121;1.285810823;4.520701051
679;97;1982;4;2.70404218;3.255936476;1.062190322;4.50175226
680;98;1977;1;1.287854288;3.425795713;1.12037378;4.845477592
681;98;1978;1;1.442201993;3.314462366;1.265227816;4.847226557
682;98;1979;1;1.433177923;3.336722894;1.534175385;4.825448837
683;98;1980;1;1.426716276;3.527976865;1.590214297;4.778393815
684;98;1981;1;2.140889354;3.347212785;1.825951566;4.598725433
685;98;1982;1;2.043814338;3.516859681;1.834004483;4.577210923
686;98;1983;1;1.976993475;3.581210721;1.853230823;4.576713066
687;99;1977;9;0.07881118;3.268842402;-1.502828177;4.649676904
688;99;1978;9;0.081579987;3.216043819;-1.437587656;4.677897277
689;99;1979;9;0.106160196;3.266003656;-1.320881223;4.701211008
690;99;1980;9;0.07881118;3.254636714;-1.391105958;4.690897322
691;99;1981;9;-0.093212371;3.256930474;-1.88321708;4.587989439
692;99;1982;9;-0.558616235;3.302845544;-2.050271164;4.528221072
693;99;1983;9;-0.653926506;3.275777761;-2.204551353;4.516695193
694;100;1977;1;1.51402775;2.995237201;0.674677664;4.849667318
695;100;1978;1;1.592698548;3.100479556;0.695394603;4.836930903
696;100;1979;1;1.622946223;3.197599072;0.413962238;4.827498205
697;100;1980;1;1.743444192;3.080666077;0.412639312;4.705081582
698;100;1981;1;1.673913969;3.125777553;0.397970426;4.590067705
699;100;1982;1;1.619982126;3.281418643;0.293117275;4.574633656
700;100;1983;1;1.747284944;3.337490479;0.219376545;4.58374938
701;101;1977;8;1.604626315;3.036365402;-0.149776949;4.770073421
702;101;1978;8;1.608837772;2.974799657;-0.174234359;4.789661886
703;101;1979;8;1.621761623;2.969839942;-0.057946939;4.778715847
704;101;1980;8;1.623340857;2.980090578;-0.006722526;4.7309743
705;101;1981;8;1.489527593;2.926542954;-0.129767047;4.586654799
706;101;1982;8;1.237214167;3.122589525;-0.245261318;4.525197987
707;101;1983;8;1.086876999;3.171977113;-0.519698236;4.523099641
708;102;1977;3;-0.499226504;3.330918004;-1.340174464;4.658185697
709;102;1978;3;-0.324346071;3.256067558;-1.10021357;4.680639374
710;102;1979;3;-0.244622596;3.300470595;-0.95998142;4.696644838
711;102;1980;3;-0.123298216;3.268766336;-0.776746226;4.688309326
712;102;1981;3;-0.121038351;3.260324861;-0.826907148;4.603660026
713;102;1982;3;-0.088831192;3.381181732;-0.876108966;4.598856275
714;102;1983;3;-0.012072601;3.390358856;-0.662230117;4.617523568
715;103;1976;5;-0.765717873;3.070830423;-2.772588722;4.539030362
716;103;1977;5;-0.841647212;3.005662802;-2.592937394;4.582924608
717;103;1978;5;-0.770028225;2.93387288;-2.491327206;4.630837933
718;103;1979;5;-0.750776293;2.968972452;-2.318714505;4.626931678
719;103;1980;5;-0.78307191;2.978962443;-2.296603021;4.605170186
720;103;1981;5;-1.111697528;3.191541585;-2.504701314;4.542230408
721;103;1982;5;-1.217395825;2.977868716;-2.635264545;4.587006185
722;104;1977;7;0.327863862;2.867216794;-0.524924548;4.562481857
723;104;1978;7;0.376379527;2.86731356;-0.49906174;4.580522912
724;104;1979;7;0.474369087;2.87654325;-0.402718867;4.602499613
725;104;1980;7;0.53180403;2.919126623;-0.345593753;4.610048269
726;104;1981;7;0.524136638;2.998244166;-0.430936743;4.599260729
727;104;1982;7;0.43567095;3.081051804;0.453302438;4.592517467
728;104;1983;7;0.446607051;3.057424513;0.321068491;4.60635848
729;104;1984;7;0.447246642;3.098848272;0.231984435;4.617175829
730;105;1977;7;-1.234431977;3.187104458;-1.244794834;4.567221134
731;105;1978;7;-1.231001477;3.234382926;-1.301585633;4.58903369
732;105;1979;7;-1.18744347;3.213686383;-1.308963018;4.607501466
733;105;1980;7;-1.130102925;3.347138899;-1.306374775;4.607612202
734;105;1981;7;-1.174414034;3.356851826;-1.443076375;4.593316225
735;105;1982;7;-1.244794834;3.34530056;-1.587187303;4.597673133
736;105;1983;7;-1.339410813;3.412493308;-1.286630038;4.609902969
737;105;1984;7;-1.398366983;3.338438609;-1.374761125;4.620902777
738;106;1977;7;0.651804217;2.333482804;-0.775876828;4.568402451
739;106;1978;7;0.695644111;2.310533421;-0.27285913;4.591150396
740;106;1979;7;0.718327528;2.302625092;-0.234583754;4.608747779
741;106;1980;7;0.738120546;2.382809323;-0.306253485;4.607002506
742;106;1981;7;0.746213901;2.410443486;-0.450514761;4.591824538
743;106;1982;7;0.711478088;2.365165448;-0.610645996;4.59895792
744;106;1983;7;0.707050135;2.364112836;-0.701380965;4.61078738
745;106;1984;7;0.6775258;2.378332435;-0.809905719;4.621832594
746;107;1977;7;-0.015113628;2.351327637;-0.899187849;4.56129352
747;107;1978;7;0.072320662;2.409949599;-0.791642427;4.578383638
748;107;1979;7;0.138891999;2.370281124;-0.259288985;4.601245484
749;107;1980;7;0.332894415;2.318094203;-0.282362898;4.610656111
750;107;1981;7;0.537662278;2.43776263;-0.280640271;4.600741373
751;107;1982;7;0.474369087;2.625371244;-0.385221402;4.591224363
752;107;1983;7;0.503801009;2.573665111;-0.388608035;4.605471141
753;107;1984;7;0.494086361;2.609871244;-0.343476739;4.61624167
754;108;1977;7;-0.433864583;3.167523581;-0.534776862;4.56129352
755;108;1978;7;-0.519193823;3.211323336;-0.538539497;4.578383638
756;108;1979;7;-0.433864583;3.158420689;0.124604163;4.601245484
757;108;1980;7;-0.401971174;3.230958534;0.074643543;4.610656111
758;108;1981;7;-0.290352261;3.180268044;-0.01136436;4.600741373
759;108;1982;7;-0.295714217;3.206993509;-0.149428537;4.591224363
760;108;1983;7;-0.265268452;3.179848053;-0.251928903;4.605471141
761;108;1984;7;-0.193584749;3.17499917;-0.063046312;4.61624167
762;109;1977;7;1.556459009;2.332114769;0.257660913;4.568402451
763;109;1978;7;1.601405741;2.339755629;0.314372688;4.591150396
764;109;1979;7;1.638219694;2.359447352;0.359909706;4.608747779
765;109;1980;7;1.691754937;2.372418944;0.346493357;4.607002506
766;109;1981;7;1.694330343;2.416119114;0.274672818;4.591824538
767;109;1982;7;1.726331646;2.368307288;0.201306857;4.59895792
768;109;1983;7;1.733953805;2.377228636;0.175548673;4.61078738
769;109;1984;7;1.73993972;2.367004857;0.256500955;4.621832594
770;110;1977;1;1.739237315;3.248042356;-0.032419881;4.845477592
771;110;1978;1;1.721515798;3.169164437;-0.035834453;4.847226557
772;110;1979;1;1.660321161;3.124780507;-0.109591677;4.825448837
773;110;1980;1;1.521480634;3.148071313;-0.124996502;4.778393815
774;110;1981;1;1.439598109;3.102755361;-0.034798516;4.598725433
775;110;1982;1;1.293630649;3.225601119;-0.217410019;4.577210923
776;110;1983;1;1.178654996;3.283366845;-0.388608035;4.576713066
777;110;1984;1;0.969641945;3.345226533;-0.697155202;4.605032156
778;111;1977;4;0.707050135;3.305159901;-1.556845415;4.754021133
779;111;1978;4;0.699626147;3.202429279;-1.119019129;4.73838903
780;111;1979;4;0.687632;3.151966496;-1.134135814;4.708177936
781;111;1980;4;0.572673027;3.092940651;-1.253863574;4.648708488
782;111;1981;4;0.508021636;3.133836364;-1.432966769;4.549657455
783;111;1982;4;0.32570014;3.169925048;-1.609437912;4.498141591
784;111;1983;4;0.158711776;3.245798106;-1.766091722;4.485259855
785;111;1984;4;0.092579181;3.26081975;-2.039451893;4.467630795
786;112;1977;6;1.232268644;3.08821578;-0.827135821;4.671640278
787;112;1978;6;1.126551657;3.053043223;-0.873231218;4.688510834
788;112;1979;6;1.125903116;3.073887;-0.950364738;4.673188583
789;112;1980;6;1.122003274;3.060644116;-0.98564081;4.638847679
790;112;1981;6;0.906644395;3.159673484;-1.105939034;4.586861592
791;112;1982;6;0.544066958;3.16271174;-1.316768261;4.522515508
792;112;1983;6;0.396760667;3.197239396;-1.612442472;4.498062623
793;112;1984;6;0.255417112;3.184772874;-1.888490658;4.482542525
794;113;1976;5;0.601031892;3.148290257;-1.512311156;4.542762694
795;113;1977;5;0.651804217;3.100092334;-1.56398665;4.572130332
796;113;1978;5;0.6590732;3.117051273;-1.563508981;4.619073091
797;113;1979;5;0.59663628;3.155484336;-1.521885015;4.627909673
798;113;1980;5;0.471876874;3.089973701;-1.673976434;4.610655116
799;113;1981;5;0.268499253;3.136328607;-1.787369121;4.55834063
800;113;1982;5;0.029558802;3.221181126;-2.065933192;4.575998809
801;113;1983;5;-0.289016282;3.260650965;-2.236797352;4.662731297
802;114;1977;8;-0.553385256;3.181128266;-2.605042465;4.79229187
803;114;1978;8;-0.590590556;3.165842069;-2.626931122;4.781729339
804;114;1979;8;-0.54472721;3.154234941;-2.631089202;4.769621348
805;114;1980;8;-0.71539281;3.137153708;-2.737994077;4.605170186
806;114;1981;8;-0.752897206;3.0637133;-2.877060762;4.528959565
807;114;1982;8;0.053540672;2.388404927;-3.061872097;4.51382654
808;114;1983;8;-0.820980552;3.312886979;-3.201527187;4.550411969
809;114;1984;8;-0.770028225;3.424799937;-3.291446518;4.583977193
810;115;1977;8;0.620576488;2.875449867;-1.431710183;4.79229187
811;115;1978;8;0.613562701;2.849474529;-1.508688009;4.781729339
812;115;1979;8;0.552735027;2.840066221;-1.557319911;4.769621348
813;115;1980;8;0.451075683;2.862629361;-1.674509909;4.605170186
814;115;1981;8;0.297137231;3.018007332;-1.864330162;4.528959565
815;115;1982;8;0.313349819;3.014235086;-1.97616312;4.51382654
816;115;1983;8;0.306013029;2.934207925;-2.05650657;4.550411969
817;115;1984;8;0.384581897;2.883106485;-2.00842398;4.583977193
818;116;1977;8;0.654406352;2.994476435;-1.180256245;4.767574709
819;116;1978;8;0.651282976;2.981876727;-1.15708925;4.790538763
820;116;1979;8;0.667316421;2.949180353;-1.1041275;4.779721634
821;116;1980;8;0.671923493;2.967080761;-1.059583902;4.74402302
822;116;1981;8;0.564176799;2.958321122;-1.254214056;4.592864784
823;116;1982;8;0.501381165;3.041756664;-1.414693836;4.526453754
824;116;1983;8;0.488580015;3.045807326;-1.534794369;4.520017401
825;116;1984;8;0.497740384;3.091869384;-1.62049886;4.556084968
